Lambda,Accuracy average,Fold 1,Fold 2,Fold 3,Fold 4,Fold 5
0.001,0.930708661417323,0.9304461942257218,0.9343832020997376,0.9330708661417323,0.9383202099737533,0.9173228346456693
0.005,0.9301837270341208,0.9304461942257218,0.9343832020997376,0.9330708661417323,0.937007874015748,0.916010498687664
0.01,0.930971128608924,0.931758530183727,0.9343832020997376,0.9330708661417323,0.937007874015748,0.9186351706036745
0.05,0.9304461942257218,0.9330708661417323,0.9304461942257218,0.9356955380577427,0.937007874015748,0.916010498687664
0.1,0.9301837270341208,0.931758530183727,0.931758530183727,0.9356955380577427,0.9343832020997376,0.9173228346456693
0.5,0.926771653543307,0.9291338582677166,0.9278215223097113,0.931758530183727,0.9291338582677166,0.916010498687664
1.0,0.927034120734908,0.9304461942257218,0.9278215223097113,0.931758530183727,0.9291338582677166,0.916010498687664
5.0,0.927034120734908,0.9291338582677166,0.9291338582677166,0.9330708661417323,0.9278215223097113,0.916010498687664
10.0,0.9270341207349082,0.9291338582677166,0.931758530183727,0.9330708661417323,0.9278215223097113,0.9133858267716536
